2-2.5万/月,爬虫工程师（Python）,广州-白云区 | 3-4年经验 | 本科 | 招3人
1.5-2万/月,Python高级开发工程师,杭州 | 2年经验 | 本科 | 招3人
5-8.4千/月,python爬虫工程师,东莞-松山湖区 | 2年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师（J10665） (MJ000301),武汉-东湖新技术产业开发区 | 2年经验 | 本科 | 招若干人
0.9-1.2万/月,Python开发工程师,重庆 | 3-4年经验 | 大专 | 招若干人
1.1-2万/月,嵌入式Python开发工程师,上海-浦东新区 | 3-4年经验 | 大专 | 招2人
0.6-1万/月,Python开发工程师,武汉-硚口区 | 2年经验 | 大专 | 招2人
6-8千/月,Python开发工程师,成都 | 无需经验 | 本科 | 招3人
0.8-1.3万/月,Python开发工程师,南京 | 2年经验 | 本科 | 招2人
1-1.8万/月,服务器开发（python方向）,深圳-罗湖区 | 2年经验 | 本科 | 招1人
2-2.5万/月,Python研发Team Leader-00,上海-徐汇区 | 8-9年经验 | 本科 | 招若干人
6-8千/月,Python开发工程师_Web开发方向,昆明 | 1年经验 | 本科 | 招2人
,Python开发工程师（北京）,北京 | 本科 | 招若干人
1-1.5万/月,python后端开发,上海-浦东新区 | 3-4年经验 | 大专 | 招1人
1.2-2万/月,Python开发工程师,上海-浦东新区 | 3-4年经验 | 本科 | 招1人
1.3-1.8万/月,Python开发工程师,深圳-罗湖区 | 5-7年经验 | 本科 | 招2人
0.8-1万/月,Python开发工程师,杭州-滨江区 | 1年经验 | 本科 | 招3人
1.5-2万/月,Python开发工程师,北京-朝阳区 | 3-4年经验 | 本科 | 招1人
0.4-1.5万/月,Python 数据库后端工程师,东莞-东城区 | 1年经验 | 本科 | 招5人
2-4万/月,后端开发工程师（Python/Go）,北京-海淀区 | 3-4年经验 | 本科 | 招若干人
1-2万/月,Python 后台开发工程师,广州-天河区 | 2年经验 | 本科 | 招3人
0.7-1万/月,Python开发工程师,异地招聘 | 3-4年经验 | 大专 | 招5人
1-1.3万/月,python工程师,上海-浦东新区 | 2年经验 | 本科 | 招2人
0.8-1.5万/月,Python开发工程师,广州-白云区 | 2年经验 | 本科 | 招2人
0.8-1.5万/月,Python开发工程师,合肥-蜀山区 | 2年经验 | 本科 | 招1人
6-8千/月,Python开发工程师助理,哈尔滨-南岗区 | 无需经验 | 招若干人
0.6-1.2万/月,软件开发中级工程师（Python）,南京 | 3-4年经验 | 本科 | 招5人
1-1.5万/月,Python开发工程师,南京-浦口区 | 招若干人
1-1.6万/月,Python开发工程师,上海-浦东新区 | 2年经验 | 本科 | 招1人
1-1.5万/月,西门子数控 IT 软件工程师 （Java/.Net/Python）,南京 | 5-7年经验 | 本科 | 招1人
1.2-2.4万/月,Python+pySpark,上海-浦东新区 | 3-4年经验 | 本科 | 招若干人
1-1.4万/月,后端工程师Python,南京-江宁区 | 无需经验 | 本科 | 招若干人
2.5-4万/月,Python开发工程师 - 变现业务,北京 | 2年经验 | 本科 | 招5人
,Python开发工程师,大连 | 5-7年经验 | 本科 | 招1人
0.8-1.4万/月,Python开发工程师,郑州 | 1年经验 | 本科 | 招若干人
,25923-监控系统开发工程师（Python/Go）（深圳）,深圳 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,深圳-龙华区 | 3-4年经验 | 本科 | 招1人
1.3-2.5万/月,Senior Python Software Engineer,上海 | 2年经验 | 本科 | 招若干人
,Senior - Audit Innovation (Python Develop) - Shanghai,上海 | 2年经验 | 本科 | 招若干人
1-1.8万/月,Python开发工程师,成都-高新区 | 2年经验 | 本科 | 招1人
,Python全栈软件工程师,青岛 | 3-4年经验 | 本科 | 招1人
1.5-2万/月,Python开发工程师（运维平台）,上海-徐汇区 | 5-7年经验 | 本科 | 招1人
0.6-1万/月,JAVA/Python开发工程师,苏州-高新区 | 2年经验 | 本科 | 招1人
2-3.5万/月,Python开发工程师（圆通科技）,上海-青浦区 | 5-7年经验 | 本科 | 招1人
1-2万/月,前端/后端高级软件开发工程师(Python/C#),北京-东城区 | 2年经验 | 本科 | 招1人
,Python程序员（性能保证）,成都-高新区 | 3-4年经验 | 本科 | 招1人
0.6-1万/月,信息科技中心软件开发工程师-人工智能（Python）方向,呼和浩特 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,上海 | 2年经验 | 本科 | 招1人
0.9-2万/月,Python开发工程师,广州-黄埔区 | 无需经验 | 招10人
2-2.5万/月,python开发工程师,上海-浦东新区 | 2年经验 | 招1人
1-1.5万/月,Python软件开发,武汉 | 2年经验 | 本科 | 招若干人
1.2-1.7万/月,Python开发工程师,珠海 | 2年经验 | 本科 | 招1人
7-12万/年,软件工程师（Python）-江阴,无锡-江阴市 | 1年经验 | 大专 | 招2人
1.5-3万/月,Python开发工程师HD,南京 | 3-4年经验 | 大专 | 招若干人
1-1.5万/月,Python开发,北京 | 3-4年经验 | 本科 | 招2人
1-1.5万/月,Python开发工程师（急聘）,佛山-顺德区 | 3-4年经验 | 大专 | 招2人
1.2-1.5万/月,python开发工程师,深圳-南山区 | 2年经验 | 本科 | 招1人
10-20万/年,系统研发-python软件工程师,杭州-滨江区 | 3-4年经验 | 本科 | 招3人
0.6-1.2万/月,Python开发工程师,大连 | 3-4年经验 | 大专 | 招2人
0.6-1.2万/月,Python开发工程师,武汉-东西湖区 | 2年经验 | 本科 | 招3人
1-1.5万/月,Python开发工程师,武汉-江夏区 | 2年经验 | 本科 | 招2人
1.5-3.5万/月,Python开发工程师,深圳-福田区 | 3-4年经验 | 本科 | 招若干人
1.5-2万/月,机器学习/python工程师,佛山-南海区 | 本科 | 招若干人
4-8千/月,python爬虫工程师（双休+14薪）,深圳-南山区 | 无需经验 | 大专 | 招6人
1.5-2万/月,Python开发工程师,上海-长宁区 | 3-4年经验 | 本科 | 招若干人
2-2.5万/月,Python软件开发工程师,北京-朝阳区 | 3-4年经验 | 本科 | 招1人
1.5-3万/月,Python工程师,上海-长宁区 | 3-4年经验 | 本科 | 招若干人
1.5-2万/月,python后端开发工程师,上海 | 2年经验 | 本科 | 招2人
1-1.5万/月,Python开发工程师,杭州-西湖区 | 3-4年经验 | 大专 | 招1人
0.7-1万/月,Python工程师,惠州 | 3-4年经验 | 大专 | 招1人
0.8-1万/月,python开发助理岗,深圳-龙华区 | 无需经验 | 本科 | 招3人
0.7-1.3万/月,Python 应用开发工程师,上海-普陀区 | 2年经验 | 本科 | 招2人
1-1.5万/月,Python程序员,上海-浦东新区 | 2年经验 | 本科 | 招2人
1-1.5万/月,爬虫python工程师,杭州-滨江区 | 2年经验 | 大专 | 招2人
5-9千/月,python 开发工程师,成都-武侯区 | 1年经验 | 大专 | 招3人
0.8-1.5万/月,Python开发工程师,深圳-龙华区 | 2年经验 | 本科 | 招2人
1.6-2.5万/月,Python/Django Web开发工程师,上海-徐汇区 | 3-4年经验 | 本科 | 招2人
0.8-1.4万/月,Python开发工程师,深圳-宝安区 | 3-4年经验 | 本科 | 招4人
0.8-1.5万/月,Python开发工程师,广州-黄埔区 | 3-4年经验 | 大专 | 招4人
0.5-1万/月,Python开发工程师,大连-高新园区 | 2年经验 | 大专 | 招3人
0.6-1.2万/月,Python开发员,深圳-南山区 | 2年经验 | 大专 | 招2人
0.8-1万/月,Python爬虫工程师,武汉-洪山区 | 3-4年经验 | 大专 | 招3人
0.8-1万/月,Python爬虫工程师,东莞-南城区 | 3-4年经验 | 本科 | 招若干人
0.8-1.3万/月,python爬虫工程师,深圳-龙华区 | 3-4年经验 | 大专 | 招1人
1.2-2.5万/月,Python开发工程师,广州-黄埔区 | 2年经验 | 本科 | 招若干人
1.2-1.8万/月,Python web后端工程师,北京-顺义区 | 2年经验 | 本科 | 招若干人
1-2万/月,Python开发工程师,北京 | 1年经验 | 本科 | 招若干人
1-1.5万/月,Python开发工程师,苏州-相城区 | 1年经验 | 本科 | 招若干人
1.5-2.4万/月,Python高级开发工程师,上海-长宁区 | 5-7年经验 | 大专 | 招1人
0.8-1万/月,Python开发工程师,南京-建邺区 | 2年经验 | 大专 | 招2人
0.5-1万/月,Python开发工程师,杭州-西湖区 | 2年经验 | 大专 | 招若干人
0.8-1.2万/月,Python开发工程师,南京-玄武区 | 2年经验 | 本科 | 招3人
1.2-1.5万/月,python 高级工程师,上海-浦东新区 | 2年经验 | 本科 | 招1人
0.8-1.5万/月,Python开发工程师 (MJ000129),长沙-开福区 | 2年经验 | 本科 | 招1人
0.6-1万/月,Python全栈开发工程师,成都-锦江区 | 3-4年经验 | 本科 | 招3人
1-1.2万/月,Python开发工程师,北京-朝阳区 | 2年经验 | 大专 | 招1人
1-2万/月,Python开发工程师,苏州-吴中区 | 5-7年经验 | 本科 | 招1人
1.2-1.8万/月,运营商BU-Python 开发工程师-广州,广州-天河区 | 3-4年经验 | 本科 | 招若干人
1.5-2.5万/月,Python开发工程师,深圳-南山区 | 3-4年经验 | 本科 | 招2人
1.5-2万/月,高级Python工程师,深圳-南山区 | 3-4年经验 | 本科 | 招2人
20-40万/年,Python 高级软件工程师,上海-浦东新区 | 2年经验 | 本科 | 招若干人
0.8-1.3万/月,python工程师,上海-闵行区 | 1年经验 | 本科 | 招1人
1-2万/月,python爬虫工程师,南京 | 5-7年经验 | 本科 | 招1人
1-1.5万/月,python开发,上海 | 3-4年经验 | 大专 | 招2人
0.8-1.6万/月,python大数据分析工程师,海口 | 3-4年经验 | 本科 | 招6人
4.5-6千/月,Python后端开发工程师,广州-黄埔区 | 1年经验 | 大专 | 招若干人
6-8千/月,Python开发工程师,东莞-常平镇 | 招3人
0.6-1万/月,Python爬虫工程师,广州-白云区 | 1年经验 | 大专 | 招2人
2-4万/月,Python开发工程师（闵行紫竹园）,上海-闵行区 | 5-7年经验 | 大专 | 招2人
0.6-1万/月,Python开发工程师,深圳-宝安区 | 1年经验 | 大专 | 招1人
1-3万/月,Python开发工程师,深圳-龙岗区 | 2年经验 | 本科 | 招2人
6-9千/月,Python爬虫工程师（双休/近地铁）,广州-荔湾区 | 2年经验 | 大专 | 招2人
1-1.5万/月,Python开发工程师,上海-徐汇区 | 1年经验 | 本科 | 招1人
2.5-3.5万/月,高级 Python 程序员,东莞-南城区 | 3-4年经验 | 招2人
0.8-1万/月,Python开发工程师,武汉-东湖新技术产业开发区 | 2年经验 | 大专 | 招4人
4.5-6千/月,Python开发工程师助理,郑州 | 无需经验 | 中专 | 招16人
0.8-1万/月,Python开发工程师,北京-通州区 | 1年经验 | 大专 | 招5人
1.2-2.5万/月,python后台开发,杭州 | 3-4年经验 | 本科 | 招若干人
0.8-1万/月,Python开发工程师,东莞-南城区 | 1年经验 | 本科 | 招2人
1-1.5万/月,Python开发应用工程师,深圳-福田区 | 3-4年经验 | 本科 | 招5人
20-30万/年,1131M0-python开发工程师,深圳-南山区 | 3-4年经验 | 本科 | 招1人
0.6-3万/月,Python高级开发工程师,上海-徐汇区 | 2年经验 | 大专 | 招若干人
1.5-2.2万/月,Python开发工程师(J12684),北京 | 3-4年经验 | 本科 | 招1人
1.2-1.8万/月,Python开发工程师,上海-浦东新区 | 3-4年经验 | 大专 | 招10人
0.6-1.5万/月,Python 软件开发工程师,广州-越秀区 | 3-4年经验 | 本科 | 招若干人
6-8千/月,Python工程师助理,成都-金牛区 | 无需经验 | 本科 | 招2人
1-1.5万/月,Python开发,上海-浦东新区 | 2年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,异地招聘 | 3-4年经验 | 本科 | 招1人
1.5-2万/月,Python开发工程师,深圳-福田区 | 3-4年经验 | 本科 | 招2人
1-2万/月,python工程师,深圳 | 2年经验 | 本科 | 招若干人
20-30万/年,Python爬虫工程师,上海 | 1年经验 | 本科 | 招1人
1.3-2万/月,Python开发工程师,深圳-南山区 | 3-4年经验 | 本科 | 招1人
1.2-1.8万/月,Python开发工程师,上海-浦东新区 | 无需经验 | 本科 | 招1人
1.5-2万/月,高级脚本开发工程师（python）,广州-海珠区 | 5-7年经验 | 大专 | 招1人
7-8.5千/月,Python爬虫工程师,深圳 | 2年经验 | 大专 | 招1人
0.9-1.5万/月,Python/Odoo开发工程师,上海-静安区 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,杭州 | 3-4年经验 | 大专 | 招若干人
1-1.5万/月,Python开发工程师,杭州-拱墅区 | 3-4年经验 | 大专 | 招若干人
1.5-2万/月,Python高级开发工程师,北京-海淀区 | 3-4年经验 | 本科 | 招若干人
1-1.5万/月,Python高级开发工程师,宁波-海曙区 | 2年经验 | 本科 | 招1人
,Python开发工程师,上海-虹口区 | 2年经验 | 大专 | 招1人
0.8-1.3万/月,研发工程师后端-python(J10148),重庆 | 2年经验 | 本科 | 招5人
2-2.5万/月,Python软件工程师,北京-西城区 | 3-4年经验 | 本科 | 招1人
1.5-3万/月,Python开发经理,南京-雨花台区 | 5-7年经验 | 本科 | 招1人
1.5-2万/月,Python开发工程师,南京-雨花台区 | 3-4年经验 | 本科 | 招2人
1-2万/月,Python开发工程师,异地招聘 | 2年经验 | 招10人
1.5-2万/月,Python开发工程师（双休+近地铁）,广州-白云区 | 2年经验 | 大专 | 招1人
0.6-1.5万/月,Python开发工程师,异地招聘 | 2年经验 | 本科 | 招3人
0.8-1.4万/月,Python开发工程师,南京-鼓楼区 | 3-4年经验 | 本科 | 招1人
1-2万/月,Python开发工程师,深圳-龙岗区 | 1年经验 | 本科 | 招1人
1.5-3万/月,Python爬虫工程师,深圳-罗湖区 | 5-7年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,杭州-西湖区 | 2年经验 | 本科 | 招3人
0.8-2万/月,Java/Python软件工程师（北京）,北京 | 1年经验 | 大专 | 招若干人
1-1.5万/月,Python开发((包吃+双休+六险一金),长沙-雨花区 | 2年经验 | 本科 | 招3人
1.2-2.5万/月,Python开发工程师,杭州 | 5-7年经验 | 本科 | 招若干人
6-8千/月,Python爬虫工程师,苏州-工业园区 | 1年经验 | 大专 | 招1人
1.5-2万/月,Python开发工程师,异地招聘 | 3-4年经验 | 本科 | 招5人
2.5-3万/月,Python开发工程师,上海 | 3-4年经验 | 本科 | 招若干人
0.8-1.2万/月,Python软件开发工程师,武汉-洪山区 | 2年经验 | 大专 | 招2人
4-7千/月,python 开发工程师,安阳 | 1年经验 | 本科 | 招1人
1.6-2万/月,Python全栈开发工程师,上海-黄浦区 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python高级开发工程师,上海-浦东新区 | 3-4年经验 | 本科 | 招1人
7-9千/月,8K+初级Python开发工程师+双休五险一金,长沙-雨花区 | 无需经验 | 本科 | 招2人
1.2-1.6万/月,Python开发工程师,深圳-南山区 | 3-4年经验 | 本科 | 招1人
0.5-1万/月,python后端开发工程师,杭州 | 1年经验 | 大专 | 招1人
4.5-8千/月,Python数据采集工程师,苏州-工业园区 | 1年经验 | 大专 | 招1人
0.8-1.5万/月,Python爬虫工程师,广州-黄埔区 | 3-4年经验 | 本科 | 招2人
1-1.5万/月,Python开发工程师,成都 | 3-4年经验 | 本科 | 招若干人
0.8-1万/月,Python开发工程师,扬州 | 2年经验 | 本科 | 招2人
1.7-2.5万/月,Python开发工程师,南京-江宁区 | 5-7年经验 | 本科 | 招1人
1-2万/月,Python工程师,上海-徐汇区 | 1年经验 | 本科 | 招1人
1.3-2万/月,Python开发工程师,广州-白云区 | 3-4年经验 | 本科 | 招1人
1.5-2.2万/月,Python工程师,北京 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,深圳-龙华区 | 1年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,武汉-东湖新技术产业开发区 | 3-4年经验 | 本科 | 招1人
0.8-1万/月,Python开发工程师,深圳-罗湖区 | 2年经验 | 本科 | 招1人
0.7-1万/月,Python开发工程师,常熟 | 1年经验 | 大专 | 招1人
20-30万/年,Python软件后端开发工程师/负责人,上海-闵行区 | 3-4年经验 | 本科 | 招1人
1.1-1.7万/月,Python开发工程师(本科/学信网),北京-朝阳区 | 3-4年经验 | 本科 | 招若干人
1-1.8万/月,Python开发工程师,苏州-相城区 | 1年经验 | 本科 | 招若干人
1.5-2万/月,Python开发工程师,苏州-相城区 | 3-4年经验 | 本科 | 招5人
0.9-1.6万/月,高级python开发,宁波 | 2年经验 | 本科 | 招1人
0.8-1.5万/月,Python中级开发工程师,福州 | 3-4年经验 | 本科 | 招若干人
1.5-2.5万/月,Python高级开发工程师（数据处理）,上海-杨浦区 | 3-4年经验 | 本科 | 招若干人
6-8千/月,Python爬虫工程师,广州-荔湾区 | 1年经验 | 大专 | 招1人
3-4万/月,Python开发工程师,异地招聘 | 2年经验 | 本科 | 招5人
1.3-1.8万/月,Python开发工程师,上海-浦东新区 | 3-4年经验 | 大专 | 招1人
0.8-1万/月,python工程师,沈阳-和平区 | 2年经验 | 大专 | 招若干人
,python开发工程师,武汉-洪山区 | 1年经验 | 大专 | 招2人
1.2-2万/月,Python/Odoo开发工程师,东莞 | 3-4年经验 | 本科 | 招1人
0.8-1.5万/月,Python开发工程师,深圳-南山区 | 3-4年经验 | 大专 | 招若干人
0.8-1.5万/月,PT20108101-Python开发工程师,武汉-武昌区 | 3-4年经验 | 大专 | 招1人
1.2-1.6万/月,Python开发工程师,广州-天河区 | 3-4年经验 | 本科 | 招若干人
1-1.5万/月,Python开发工程师,深圳-福田区 | 3-4年经验 | 大专 | 招1人
1-1.5万/月,Python开发,北京-海淀区 | 3-4年经验 | 大专 | 招10人
0.8-1.5万/月,Python开发工程师,上海-浦东新区 | 1年经验 | 本科 | 招2人
0.8-1.6万/月,Python开发工程师,上海-杨浦区 | 3-4年经验 | 本科 | 招若干人
0.8-1.3万/月,Python高级开发工程师,银川 | 3-4年经验 | 本科 | 招1人
0.8-1.5万/月,Python开发工程师,深圳-福田区 | 1年经验 | 本科 | 招3人
1-1.5万/月,python开发工程师（清洗组）,苏州 | 2年经验 | 本科 | 招4人
0.8-1万/月,Python开发工程师,杭州-拱墅区 | 1年经验 | 本科 | 招2人
0.6-1.5万/月,Python开发工程师（***）,上海-嘉定区 | 3-4年经验 | 本科 | 招5人
0.6-1万/月,Python开发工程师,长沙-雨花区 | 无需经验 | 本科 | 招1人
0.6-1.5万/月,Python开发工程师,福州-鼓楼区 | 1年经验 | 硕士 | 招1人
1.6-2.4万/月,Python高级开发工程师,上海-徐汇区 | 3-4年经验 | 本科 | 招若干人
1-1.5万/月,Python开发工程师,上海-浦东新区 | 2年经验 | 本科 | 招1人
1.5-2万/月,Python后端开发工程师（坂田）,深圳-龙岗区 | 3-4年经验 | 本科 | 招2人
1-1.5万/月,德企招Python 全栈工程师,北京 | 2年经验 | 本科 | 招若干人
1-1.5万/月,Python开发工程师（数据开发）,广州-越秀区 | 2年经验 | 本科 | 招1人
4.5-6千/月,Python开发工程师,宁波-鄞州区 | 无需经验 | 大专 | 招2人
1-1.5万/月,Python开发工程师,深圳-罗湖区 | 2年经验 | 大专 | 招1人
1-1.5万/月,Python爬虫工程师,武汉-洪山区 | 2年经验 | 大专 | 招1人
1.5-2万/月,Python开发工程师,深圳-南山区 | 3-4年经验 | 本科 | 招2人
1.5-3万/月,Python Web工程师,上海 | 2年经验 | 大专 | 招1人
0.6-1万/月,python开发工程师,上海-虹口区 | 1年经验 | 大专 | 招若干人
0.9-1.8万/月,Python开发工程师,异地招聘 | 3-4年经验 | 本科 | 招2人
1-1.5万/月,Python开发工程师,杭州-西湖区 | 2年经验 | 本科 | 招2人
1-1.5万/月,Python开发工程师,杭州-滨江区 | 2年经验 | 本科 | 招3人
0.8-2万/月,Python开发工程师,广州-白云区 | 2年经验 | 招若干人
1.1-1.7万/月,Python开发工程师,上海-长宁区 | 3-4年经验 | 大专 | 招2人
0.8-1万/月,Python开发工程师,上海-黄浦区 | 1年经验 | 本科 | 招2人
1-2万/月,Python开发工程师,深圳-宝安区 | 3-4年经验 | 本科 | 招3人
1.6-2.5万/月,高级Python后台开发工程师,上海-浦东新区 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,中级Python开发工程师,深圳-南山区 | 2年经验 | 本科 | 招若干人
6-8千/月,Python工程师/双休/不加班,重庆-渝中区 | 无需经验 | 大专 | 招若干人
0.8-1.2万/月,Python开发工程师,上海-杨浦区 | 1年经验 | 本科 | 招1人
1.5-2万/月,python后端开发工程师,无锡-滨湖区 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,深圳-南山区 | 1年经验 | 本科 | 招5人
1-1.5万/月,Python开发工程师,上海-浦东新区 | 3-4年经验 | 本科 | 招3人
0.7-1.2万/月,Python后端工程师,上海-黄浦区 | 1年经验 | 本科 | 招1人
0.6-1万/月,Python开发工程师,南京-雨花台区 | 2年经验 | 本科 | 招3人
1.2-1.5万/月,Python--1.2-1.5W+五险+双休,西安-雁塔区 | 3-4年经验 | 大专 | 招若干人
0.8-1.5万/月,Python爬虫工程师,广州-天河区 | 2年经验 | 本科 | 招若干人
0.5-1万/月,Python WEB 工程师,广州-海珠区 | 1年经验 | 大专 | 招2人
0.8-1.2万/月,Python开发工程师,沈阳-和平区 | 2年经验 | 本科 | 招若干人
7-9千/月,Python开发工程师,上海-长宁区 | 2年经验 | 大专 | 招1人
1-1.5万/月,Python/Django后端软件工程师,上海-长宁区 | 3-4年经验 | 本科 | 招2人
0.5-1万/月,Python开发工程师（黄岛区）,青岛-黄岛区 | 1年经验 | 本科 | 招2人
0.8-1万/月,python工程师--系统业务方向（中级）,广州-天河区 | 3-4年经验 | 本科 | 招若干人
1-1.8万/月,Python开发工程师,成都-高新区 | 3-4年经验 | 本科 | 招2人
1.2-2万/月,Python开发工程师,上海 | 3-4年经验 | 大专 | 招若干人
1.5-2万/月,Python开发工程师（图像算法方向）,广州-黄埔区 | 3-4年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,深圳 | 3-4年经验 | 本科 | 招1人
,高级软件开发工程师（Python）,上海-闵行区 | 5-7年经验 | 本科 | 招2人
1.5-2万/月,Python高级开发工程师,上海-浦东新区 | 3-4年经验 | 本科 | 招3人
1-2万/月,Python开发工程师,异地招聘 | 3-4年经验 | 本科 | 招若干人
1.5-2万/月,高级python开发工程师,广州-天河区 | 3-4年经验 | 本科 | 招1人
6-8千/月,Python开发工程师,上海 | 无需经验 | 大专 | 招2人
6-8千/月,Python开发工程师,合肥 | 无需经验 | 大专 | 招1人
6-8千/月,Python初级开发工程师,重庆-渝北区 | 1年经验 | 本科 | 招3人
0.8-2万/月,Python开发工程师,武汉-洪山区 | 3-4年经验 | 大专 | 招3人
2-3万/月,Python开发工程师,上海 | 3-4年经验 | 硕士 | 招1人
2-4万/月,Python程序员,上海-浦东新区 | 1年经验 | 本科 | 招1人
1-1.5万/月,Python开发工程师,广州 | 3-4年经验 | 本科 | 招若干人
500元/天,Python开发工程师,青岛-市南区 | 1年经验 | 大专 | 招1人
1-1.5万/月,python开发工程师-北京,北京-海淀区 | 2年经验 | 本科 | 招2人
0.7-1.2万/月,Python开发工程师,南京-浦口区 | 1年经验 | 本科 | 招若干人
1-1.5万/月,java/python开发工程师,上海-闵行区 | 3-4年经验 | 大专 | 招1人
3-4万/月,Python高级开发工程师,北京-海淀区 | 5-7年经验 | 本科 | 招1人
0.8-1万/月,Python开发工程师,北京-海淀区 | 1年经验 | 本科 | 招5人
